,PID,First_Name,Last_Name,Gender,Age,Department,Location,Employee_Status,Pay_Grade,Start_Date
5710,HI229735,Joseph,Smith,Male,59.0,Pipe Welder,Slipways,2,18,2005-12-19
5711,HI915818,John,Miller,Male,42.0,Pipe Welder,Wet Docks,4,28,2006-01-02
5712,HI839650,Patricia,Davis,Female,65.0,Pipe Welder,Testing Facilities,2,18,2006-01-16
5713,HI221186,Robert,Martinez,Male,58.0,Pipe Welder,Wet Docks,2,28,2006-02-06
5714,HI397934,David,Martinez,Male,48.0,Pipe Welder,Dry Docks,2,28,2006-03-06
5715,HI019831,Joseph,Brown,Male,37.0,Pipe Welder,Testing Facilities,3,28,2006-03-13
5716,HI097698,Susan,Williams,Female,51.0,Pipe Welder,Fabrication Shops,3,25,2006-03-13
5717,HI375129,James,Miller,Male,52.0,Pipe Welder,Outfitting Docks,3,28,2006-03-13
5718,HI258320,Charles,Smith,Male,35.0,Pipe Welder,Storage Areas,1,18,2006-03-20
5719,HI797356,John,Smith,Male,50.0,Pipe Welder,Fabrication Shops,3,25,2006-03-20
5720,HI583338,David,Rodriguez,Male,59.0,Pipe Welder,Paint Shops,2,25,2006-03-27
5721,HI005998,Richard,Jones,Male,56.0,Pipe Welder,Testing Facilities,2,18,2006-03-27
5722,HI982559,Karen,Garcia,Female,43.0,Pipe Welder,Wet Docks,2,25,2006-04-03
5723,HI901196,Sarah,Rodriguez,Female,29.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,22,2006-04-24
5724,HI326523,Linda,Brown,Female,31.0,Pipe Welder,Testing Facilities,1,18,2006-05-22
5725,HI558648,John,Davis,Male,65.0,Pipe Welder,Slipways,2,28,2006-06-05
5726,HI851476,Charles,Miller,Male,18.0,Pipe Welder,Dry Docks,1,22,2006-06-12
5727,HI887719,William,Davis,Male,24.0,Pipe Welder,Outfitting Docks,1,25,2006-06-26
5728,HI234582,Linda,Rodriguez,Female,54.0,Pipe Welder,Cranes and Heavy Lifting Equipment,2,28,2006-07-03
5729,HI081271,Elizabeth,Williams,Female,64.0,Pipe Welder,Administrative Offices,1,28,2006-07-03
5730,HI348442,Barbara,Rodriguez,Female,65.0,Pipe Welder,Testing Facilities,1,28,2006-08-21
5731,HI327847,Thomas,Miller,Male,20.0,Pipe Welder,Outfitting Docks,4,18,2006-08-21
5732,HI694149,Karen,Brown,Female,56.0,Pipe Welder,Cranes and Heavy Lifting Equipment,3,25,2006-08-21
5733,HI968721,Thomas,Garcia,Male,23.0,Pipe Welder,Dry Docks,3,28,2006-09-04
5734,HI213336,Jennifer,Johnson,Female,32.0,Pipe Welder,Fabrication Shops,1,28,2006-10-09
5735,HI640923,Barbara,Martinez,Female,19.0,Pipe Welder,Fabrication Shops,3,25,2006-10-23
5736,HI832383,David,Brown,Male,45.0,Pipe Welder,Testing Facilities,3,18,2006-10-23
5737,HI832405,Barbara,Jones,Female,31.0,Pipe Welder,Outfitting Docks,3,25,2006-10-30
5738,HI009082,Richard,Garcia,Male,41.0,Pipe Welder,Cranes and Heavy Lifting Equipment,3,22,2006-10-30
5739,HI394260,Susan,Smith,Female,54.0,Pipe Welder,Outfitting Docks,3,22,2006-11-27
5740,HI578109,Karen,Davis,Female,62.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,28,2006-11-27
5741,HI425520,Barbara,Williams,Female,41.0,Pipe Welder,Slipways,2,25,2006-12-04
5742,HI061077,Charles,Rodriguez,Male,19.0,Pipe Welder,Wet Docks,2,28,2006-12-04
5743,HI013230,Barbara,Martinez,Female,40.0,Pipe Welder,Paint Shops,1,25,2007-01-29
5744,HI768530,Robert,Williams,Male,58.0,Pipe Welder,Testing Facilities,3,18,2007-02-05
5745,HI141889,Jessica,Davis,Female,36.0,Pipe Welder,Storage Areas,4,25,2007-02-26
5746,HI479172,Mary,Rodriguez,Female,31.0,Pipe Welder,Paint Shops,3,25,2007-03-05
5747,HI397219,Jessica,Johnson,Female,39.0,Pipe Welder,Wet Docks,2,18,2007-03-12
5748,HI238766,David,Garcia,Male,61.0,Pipe Welder,Fabrication Shops,4,18,2007-03-19
5749,HI759888,Jessica,Garcia,Unknown,26.0,Pipe Welder,Testing Facilities,2,25,2007-03-19
5750,HI992246,John,Davis,Male,56.0,Pipe Welder,Paint Shops,2,22,2007-03-26
5751,HI536344,Michael,Davis,Unknown,57.0,Pipe Welder,Wet Docks,3,18,2007-03-26
5752,HI850315,Michael,Williams,Male,59.0,Pipe Welder,Cranes and Heavy Lifting Equipment,2,18,2007-04-02
5753,HI600048,Joseph,Garcia,Unknown,46.0,Pipe Welder,Administrative Offices,4,22,2007-04-09
5754,HI913900,Thomas,Williams,Male,42.0,Pipe Welder,Slipways,1,22,2007-05-07
5755,HI312594,Jennifer,Brown,Female,37.0,Pipe Welder,Testing Facilities,3,28,2007-05-21
5756,HI685936,Mary,Miller,Female,65.0,Pipe Welder,Wet Docks,1,25,2007-05-21
5757,HI461629,Karen,Williams,Female,36.0,Pipe Welder,Fabrication Shops,3,28,2007-05-28
5758,HI460878,Robert,Martinez,Unknown,19.0,Pipe Welder,Fabrication Shops,1,25,2007-05-28
5759,HI416562,Thomas,Jones,Male,27.0,Pipe Welder,Administrative Offices,4,28,2007-05-28
5760,HI826845,Robert,Johnson,Male,49.0,Pipe Welder,Administrative Offices,1,22,2007-06-11
5761,HI148267,Michael,Williams,Male,49.0,Pipe Welder,Dry Docks,4,28,2007-06-18
5762,HI397933,Sarah,Martinez,Female,44.0,Pipe Welder,Storage Areas,1,28,2007-06-25
5763,HI582108,Robert,Brown,Male,40.0,Pipe Welder,Outfitting Docks,2,28,2007-07-09
5764,HI865513,Karen,Davis,Unknown,31.0,Pipe Welder,Outfitting Docks,2,25,2007-07-09
5765,HI430892,David,Smith,Male,47.0,Pipe Welder,Fabrication Shops,3,28,2007-07-16
5766,HI877271,Linda,Brown,Female,27.0,Pipe Welder,Paint Shops,4,28,2007-07-23
5767,HI799684,Thomas,Miller,Male,32.0,Pipe Welder,Outfitting Docks,4,18,2007-08-20
5768,HI204222,Michael,Rodriguez,Male,30.0,Pipe Welder,Cranes and Heavy Lifting Equipment,3,25,2007-10-15
5769,HI123389,Susan,Davis,Female,64.0,Pipe Welder,Administrative Offices,3,18,2007-12-03
5770,HI739064,Patricia,Davis,Female,64.0,Pipe Welder,Cranes and Heavy Lifting Equipment,3,28,2007-12-03
5771,HI304508,Michael,Martinez,Male,53.0,Pipe Welder,Dry Docks,3,22,2007-12-24
5772,HI604302,Jennifer,Davis,Female,46.0,Pipe Welder,Fabrication Shops,1,28,2007-12-31
5773,HI524414,David,Smith,Male,20.0,Pipe Welder,Cranes and Heavy Lifting Equipment,2,22,2008-01-07
5774,HI459527,Charles,Johnson,Male,26.0,Pipe Welder,Testing Facilities,3,25,2008-01-07
5775,HI268657,Thomas,Rodriguez,Male,44.0,Pipe Welder,Fabrication Shops,4,25,2008-01-07
5776,HI493428,Michael,Williams,Male,54.0,Pipe Welder,Slipways,2,22,2008-01-14
5777,HI414207,Susan,Williams,Female,36.0,Pipe Welder,Storage Areas,3,22,2008-01-28
5778,HI637835,Patricia,Brown,Female,37.0,Pipe Welder,Outfitting Docks,4,22,2008-02-04
5779,HI748687,Sarah,Johnson,Female,22.0,Pipe Welder,Slipways,2,18,2008-02-11
5780,HI810836,Linda,Brown,Female,61.0,Pipe Welder,Dry Docks,2,18,2008-03-10
5781,HI723735,Joseph,Rodriguez,Male,51.0,Pipe Welder,Slipways,4,18,2008-03-17
5782,HI676980,Jessica,Brown,Female,52.0,Pipe Welder,Dry Docks,3,22,2008-03-31
5783,HI737680,David,Davis,Male,19.0,Pipe Welder,Slipways,2,18,2008-04-07
5784,HI835271,Barbara,Miller,Female,50.0,Pipe Welder,Cranes and Heavy Lifting Equipment,2,25,2008-04-28
5785,HI292933,Sarah,Williams,Female,47.0,Pipe Welder,Paint Shops,4,22,2008-05-05
5786,HI688894,David,Rodriguez,Male,25.0,Pipe Welder,Outfitting Docks,1,25,2008-05-12
5787,HI735208,Mary,Jones,Female,20.0,Pipe Welder,Outfitting Docks,2,25,2008-05-19
5788,HI871657,Richard,Martinez,Male,25.0,Pipe Welder,Storage Areas,4,22,2008-05-26
5789,HI544898,Elizabeth,Jones,Female,53.0,Pipe Welder,Wet Docks,3,22,2008-06-09
5790,HI438213,Thomas,Miller,Male,47.0,Pipe Welder,Administrative Offices,3,25,2008-06-16
5791,HI493387,Patricia,Martinez,Female,29.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,18,2008-08-18
5792,HI433156,Joseph,Brown,Male,43.0,Pipe Welder,Administrative Offices,1,25,2008-08-18
5793,HI669408,John,Williams,Male,35.0,Pipe Welder,Fabrication Shops,3,18,2008-09-01
5794,HI117611,Jessica,Davis,Female,38.0,Pipe Welder,Administrative Offices,1,28,2008-09-08
5795,HI675217,Jennifer,Miller,Female,26.0,Pipe Welder,Testing Facilities,1,28,2008-09-08
5796,HI446339,Charles,Miller,Male,60.0,Pipe Welder,Paint Shops,2,22,2008-10-06
5797,HI010043,Charles,Davis,Male,41.0,Pipe Welder,Dry Docks,4,28,2008-10-13
5798,HI403711,Richard,Williams,Male,64.0,Pipe Welder,Paint Shops,4,25,2008-11-24
5799,HI023284,Mary,Miller,Unknown,62.0,Pipe Welder,Testing Facilities,3,25,2008-12-08
5800,HI822713,Richard,Martinez,Unknown,18.0,Pipe Welder,Paint Shops,1,28,2008-12-08
5801,HI763840,Susan,Davis,Female,64.0,Pipe Welder,Cranes and Heavy Lifting Equipment,1,22,2008-12-15
5802,HI964782,Jennifer,Smith,Female,45.0,Pipe Welder,Testing Facilities,3,28,2008-12-29
5803,HI988233,Patricia,Garcia,Female,36.0,Pipe Welder,Wet Docks,3,18,2009-01-12
5804,HI138615,William,Williams,Male,23.0,Pipe Welder,Wet Docks,3,22,2009-02-09
5805,HI854237,Charles,Williams,Male,33.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,22,2009-03-23
5806,HI458566,John,Johnson,Male,30.0,Pipe Welder,Outfitting Docks,1,18,2009-03-30
5807,HI157765,Robert,Garcia,Male,54.0,Pipe Welder,Paint Shops,3,22,2009-04-06
5808,HI699956,John,Miller,Male,23.0,Pipe Welder,Fabrication Shops,2,25,2009-04-06
5809,HI797067,Susan,Miller,Female,49.0,Pipe Welder,Wet Docks,1,18,2009-04-27
5810,HI514587,Sarah,Miller,Female,40.0,Pipe Welder,Paint Shops,1,22,2009-05-04
5811,HI659564,Jennifer,Brown,Female,51.0,Pipe Welder,Slipways,2,25,2009-05-11
5812,HI055707,Sarah,Miller,Unknown,35.0,Pipe Welder,Storage Areas,2,22,2009-05-11
5813,HI698522,Jessica,Jones,Female,63.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,28,2009-05-18
5814,HI208409,Richard,Martinez,Male,49.0,Pipe Welder,Storage Areas,4,18,2009-06-01
5815,HI276852,Barbara,Smith,Female,41.0,Pipe Welder,Outfitting Docks,2,22,2009-06-01
5816,HI824628,Linda,Smith,Female,37.0,Pipe Welder,Slipways,4,22,2009-06-01
5817,HI020552,Charles,Brown,Male,48.0,Pipe Welder,Wet Docks,4,25,2009-06-08
5818,HI633268,John,Brown,Male,63.0,Pipe Welder,Slipways,3,28,2009-06-08
5819,HI841056,Barbara,Brown,Female,41.0,Pipe Welder,Cranes and Heavy Lifting Equipment,3,22,2009-06-08
5820,HI292753,Mary,Garcia,Female,37.0,Pipe Welder,Outfitting Docks,3,25,2009-06-29
5821,HI276692,David,Brown,Male,33.0,Pipe Welder,Fabrication Shops,1,25,2009-06-29
5822,HI663257,Karen,Garcia,Female,42.0,Pipe Welder,Outfitting Docks,4,25,2009-07-06
5823,HI251880,Charles,Martinez,Male,29.0,Pipe Welder,Slipways,3,28,2009-07-06
5824,HI179082,Linda,Davis,Female,61.0,Pipe Welder,Testing Facilities,3,22,2009-07-06
5825,HI153273,Karen,Garcia,Unknown,32.0,Pipe Welder,Fabrication Shops,2,22,2009-07-20
5826,HI938290,Patricia,Smith,Female,39.0,Pipe Welder,Storage Areas,2,18,2009-08-03
5827,HI319863,Richard,Brown,Male,32.0,Pipe Welder,Storage Areas,4,28,2009-08-17
5828,HI258275,Robert,Jones,Male,38.0,Pipe Welder,Paint Shops,2,18,2009-08-24
5829,HI127544,Susan,Martinez,Female,53.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,25,2009-08-31
5830,HI164853,Karen,Miller,Female,32.0,Pipe Welder,Testing Facilities,2,28,2009-08-31
5831,HI790748,Thomas,Rodriguez,Male,23.0,Pipe Welder,Dry Docks,2,25,2009-09-07
5832,HI524782,Michael,Brown,Male,62.0,Pipe Welder,Testing Facilities,1,28,2009-09-28
5833,HI936035,Joseph,Garcia,Male,45.0,Pipe Welder,Wet Docks,3,28,2009-10-19
5834,HI610313,Barbara,Williams,Female,28.0,Pipe Welder,Dry Docks,4,25,2009-11-02
5835,HI746050,John,Davis,Male,63.0,Pipe Welder,Paint Shops,4,28,2009-11-02
5836,HI652352,James,Smith,Male,61.0,Pipe Welder,Administrative Offices,2,18,2009-11-23
5837,HI829049,Barbara,Davis,Female,61.0,Pipe Welder,Wet Docks,1,22,2009-11-30
5838,HI475944,Richard,Garcia,Male,41.0,Pipe Welder,Wet Docks,3,18,2009-12-07
5839,HI535173,Charles,Miller,Male,22.0,Pipe Welder,Outfitting Docks,2,25,2009-12-14
5840,HI301330,Thomas,Williams,Male,39.0,Pipe Welder,Wet Docks,2,25,2009-12-21
5841,HI683854,Jessica,Johnson,Female,40.0,Pipe Welder,Testing Facilities,4,25,2009-12-28
5842,HI247855,Jennifer,Rodriguez,Female,33.0,Pipe Welder,Testing Facilities,1,18,2010-01-11
5843,HI327440,John,Garcia,Male,26.0,Pipe Welder,Fabrication Shops,3,18,2010-01-18
5844,HI132412,Mary,Williams,Female,65.0,Pipe Welder,Fabrication Shops,4,18,2010-02-22
5845,HI971891,David,Jones,Male,28.0,Pipe Welder,Paint Shops,3,22,2010-03-29
5846,HI865295,Jessica,Brown,Female,38.0,Pipe Welder,Wet Docks,1,28,2010-03-29
5847,HI746013,Richard,Smith,Male,20.0,Pipe Welder,Dry Docks,1,22,2010-04-19
5848,HI640746,Richard,Williams,Male,38.0,Pipe Welder,Paint Shops,1,18,2010-04-19
5849,HI080608,Sarah,Rodriguez,Female,24.0,Pipe Welder,Fabrication Shops,4,28,2010-05-03
5850,HI811735,Susan,Johnson,Female,36.0,Pipe Welder,Slipways,1,28,2010-05-10
5851,HI880389,Sarah,Rodriguez,Female,34.0,Pipe Welder,Storage Areas,3,22,2010-05-17
5852,HI416029,Thomas,Martinez,Male,60.0,Pipe Welder,Outfitting Docks,3,18,2010-05-31
5853,HI653200,Jessica,Williams,Female,39.0,Pipe Welder,Cranes and Heavy Lifting Equipment,1,28,2010-05-31
5854,HI386365,David,Garcia,Unknown,34.0,Pipe Welder,Wet Docks,4,18,2010-06-14
5855,HI033279,William,Jones,Male,62.0,Pipe Welder,Paint Shops,1,25,2010-06-14
5856,HI592887,Sarah,Jones,Female,61.0,Pipe Welder,Wet Docks,1,25,2010-06-14
5857,HI536343,Joseph,Garcia,Male,22.0,Pipe Welder,Wet Docks,3,18,2010-06-21
5858,HI011248,Susan,Miller,Female,60.0,Pipe Welder,Wet Docks,2,28,2010-07-05
5859,HI487344,Karen,Smith,Female,22.0,Pipe Welder,Storage Areas,1,28,2010-07-12
5860,HI437732,Michael,Martinez,Male,50.0,Pipe Welder,Administrative Offices,1,22,2010-07-19
5861,HI640467,Jennifer,Williams,Female,59.0,Pipe Welder,Storage Areas,2,28,2010-08-23
5862,HI465797,Robert,Williams,Male,34.0,Pipe Welder,Outfitting Docks,4,28,2010-08-30
5863,HI052940,Jessica,Garcia,Female,40.0,Pipe Welder,Testing Facilities,3,22,2010-09-13
5864,HI625900,Robert,Garcia,Male,51.0,Pipe Welder,Paint Shops,2,28,2010-09-13
5865,HI766548,Thomas,Garcia,Male,36.0,Pipe Welder,Fabrication Shops,4,18,2010-09-20
5866,HI477888,Michael,Martinez,Male,32.0,Pipe Welder,Paint Shops,2,18,2010-10-25
5867,HI502392,John,Davis,Male,33.0,Pipe Welder,Testing Facilities,1,18,2010-11-15
5868,HI952991,Sarah,Martinez,Unknown,31.0,Pipe Welder,Outfitting Docks,3,22,2010-11-22
5869,HI567719,William,Martinez,Male,57.0,Pipe Welder,Paint Shops,3,22,2010-11-29
5870,HI547776,Linda,Williams,Female,34.0,Pipe Welder,Paint Shops,2,18,2010-12-13
5871,HI628449,Susan,Martinez,Female,19.0,Pipe Welder,Testing Facilities,3,25,2011-01-03
5872,HI248921,Elizabeth,Johnson,Female,40.0,Pipe Welder,Fabrication Shops,3,18,2011-01-10
5873,HI196685,Barbara,Johnson,Unknown,47.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,22,2011-01-24
5874,HI020701,Elizabeth,Miller,Female,20.0,Pipe Welder,Paint Shops,3,28,2011-01-31
5875,HI693615,Mary,Davis,Female,34.0,Pipe Welder,Fabrication Shops,2,18,2011-02-14
5876,HI504035,William,Brown,Male,52.0,Pipe Welder,Wet Docks,1,25,2011-02-14
5877,HI888610,Susan,Martinez,Female,23.0,Pipe Welder,Storage Areas,4,25,2011-02-21
5878,HI247611,Sarah,Martinez,Female,29.0,Pipe Welder,Slipways,3,25,2011-02-28
5879,HI963929,Joseph,Smith,Male,36.0,Pipe Welder,Slipways,1,18,2011-02-28
5880,HI317800,Karen,Williams,Female,62.0,Pipe Welder,Administrative Offices,2,22,2011-02-28
5881,HI071744,Susan,Garcia,Female,20.0,Pipe Welder,Administrative Offices,3,28,2011-03-14
5882,HI502520,Patricia,Johnson,Female,28.0,Pipe Welder,Wet Docks,1,25,2011-04-11
5883,HI884086,Susan,Brown,Female,25.0,Pipe Welder,Storage Areas,3,25,2011-05-02
5884,HI900967,John,Brown,Male,28.0,Pipe Welder,Fabrication Shops,4,25,2011-05-02
5885,HI489479,James,Rodriguez,Male,55.0,Pipe Welder,Outfitting Docks,3,22,2011-05-16
5886,HI394932,Susan,Miller,Female,63.0,Pipe Welder,Cranes and Heavy Lifting Equipment,2,25,2011-05-16
5887,HI149727,James,Garcia,Male,18.0,Pipe Welder,Storage Areas,3,18,2011-06-27
5888,HI704610,Karen,Martinez,Female,31.0,Pipe Welder,Testing Facilities,4,22,2011-06-27
5889,HI837019,William,Martinez,Male,44.0,Pipe Welder,Slipways,4,22,2011-07-04
5890,HI657113,Susan,Johnson,Female,19.0,Pipe Welder,Dry Docks,3,25,2011-07-25
5891,HI093976,Jessica,Johnson,Female,29.0,Pipe Welder,Paint Shops,3,25,2011-07-25
5892,HI064747,Susan,Rodriguez,Female,50.0,Pipe Welder,Cranes and Heavy Lifting Equipment,2,28,2011-08-22
5893,HI313156,Jessica,Rodriguez,Female,30.0,Pipe Welder,Testing Facilities,2,22,2011-10-10
5894,HI949774,James,Rodriguez,Male,21.0,Pipe Welder,Fabrication Shops,4,22,2011-10-17
5895,HI765831,Elizabeth,Rodriguez,Female,35.0,Pipe Welder,Fabrication Shops,1,18,2011-10-31
5896,HI853354,Jessica,Williams,Female,32.0,Pipe Welder,Testing Facilities,1,18,2011-12-05
5897,HI184691,Patricia,Martinez,Female,34.0,Pipe Welder,Wet Docks,2,28,2011-12-12
5898,HI833308,Richard,Davis,Male,53.0,Pipe Welder,Outfitting Docks,3,18,2012-01-02
5899,HI671580,Elizabeth,Rodriguez,Female,52.0,Pipe Welder,Testing Facilities,1,22,2012-01-02
5900,HI357807,Elizabeth,Martinez,Female,26.0,Pipe Welder,Outfitting Docks,3,22,2012-01-02
5901,HI295971,Karen,Rodriguez,Female,63.0,Pipe Welder,Dry Docks,4,22,2012-01-16
5902,HI585470,Jessica,Jones,Female,46.0,Pipe Welder,Fabrication Shops,1,18,2012-01-16
5903,HI664126,William,Smith,Male,43.0,Pipe Welder,Paint Shops,1,28,2012-01-30
5904,HI078408,David,Davis,Male,63.0,Pipe Welder,Fabrication Shops,3,25,2012-02-13
5905,HI486326,Michael,Brown,Male,19.0,Pipe Welder,Storage Areas,1,18,2012-02-20
5906,HI917363,William,Davis,Male,61.0,Pipe Welder,Outfitting Docks,2,25,2012-03-19
5907,HI216705,Elizabeth,Davis,Female,53.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,28,2012-04-02
5908,HI377543,Patricia,Williams,Female,18.0,Pipe Welder,Cranes and Heavy Lifting Equipment,2,25,2012-04-23
5909,HI610184,Robert,Rodriguez,Unknown,57.0,Pipe Welder,Fabrication Shops,3,22,2012-04-30
5910,HI433434,Susan,Johnson,Female,46.0,Pipe Welder,Storage Areas,3,28,2012-05-07
5911,HI080022,William,Martinez,Male,39.0,Pipe Welder,Wet Docks,4,25,2012-05-07
5912,HI468238,Linda,Brown,Female,29.0,Pipe Welder,Testing Facilities,3,22,2012-05-14
5913,HI692104,Barbara,Johnson,Female,56.0,Pipe Welder,Storage Areas,2,28,2012-05-14
5914,HI575886,James,Jones,Male,63.0,Pipe Welder,Wet Docks,3,25,2012-05-28
5915,HI175326,Richard,Williams,Male,26.0,Pipe Welder,Paint Shops,2,25,2012-05-28
5916,HI180508,William,Johnson,Male,45.0,Pipe Welder,Administrative Offices,3,28,2012-06-04
5917,HI989800,Barbara,Rodriguez,Female,45.0,Pipe Welder,Wet Docks,2,22,2012-06-11
5918,HI969624,Mary,Williams,Female,52.0,Pipe Welder,Storage Areas,4,18,2012-06-11
5919,HI872087,Charles,Brown,Unknown,49.0,Pipe Welder,Paint Shops,4,28,2012-06-25
5920,HI388395,Sarah,Jones,Female,42.0,Pipe Welder,Fabrication Shops,2,22,2012-07-02
5921,HI381170,Mary,Smith,Unknown,38.0,Pipe Welder,Administrative Offices,2,25,2012-07-02
5922,HI577128,Jessica,Miller,Female,21.0,Pipe Welder,Wet Docks,4,25,2012-07-02
5923,HI669856,James,Davis,Male,51.0,Pipe Welder,Storage Areas,2,22,2012-07-02
5924,HI695997,Richard,Davis,Male,52.0,Pipe Welder,Testing Facilities,1,28,2012-07-09
5925,HI991801,David,Brown,Male,23.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,28,2012-07-09
5926,HI437019,William,Martinez,Unknown,28.0,Pipe Welder,Testing Facilities,4,28,2012-07-09
5927,HI401221,Thomas,Miller,Male,24.0,Pipe Welder,Storage Areas,1,25,2012-07-16
5928,HI908230,Sarah,Martinez,Female,21.0,Pipe Welder,Dry Docks,3,18,2012-07-16
5929,HI474298,Richard,Davis,Male,40.0,Pipe Welder,Slipways,4,22,2012-07-16
5930,HI150190,Sarah,Johnson,Female,35.0,Pipe Welder,Cranes and Heavy Lifting Equipment,4,28,2012-07-23
5931,HI382950,Susan,Johnson,Female,21.0,Pipe Welder,Wet Docks,2,22,2012-08-06
5932,HI813998,Thomas,Davis,Unknown,61.0,Pipe Welder,Outfitting Docks,2,18,2012-08-13
5933,HI890228,David,Garcia,Male,57.0,Pipe Welder,Slipways,3,18,2012-08-27
5934,HI238485,Michael,Miller,Unknown,64.0,Pipe Welder,Fabrication Shops,2,25,2012-08-27
5935,HI740483,Jessica,Williams,Female,49.0,Pipe Welder,Paint Shops,2,28,2012-09-03
5936,HI991888,Barbara,Martinez,Female,33.0,Pipe Welder,Storage Areas,3,22,2012-09-17
5937,HI260607,Sarah,Brown,Female,41.0,Pipe Welder,Testing Facilities,2,25,2012-10-01
5938,HI809383,William,Jones,Male,29.0,Pipe Welder,Slipways,3,25,2012-10-08
5939,HI059286,John,Jones,Male,48.0,Pipe Welder,Administrative Offices,3,28,2012-10-29
5940,HI382778,Michael,Rodriguez,Unknown,34.0,Pipe Welder,Paint Shops,4,28,2012-10-29
5941,HI223323,Sarah,Martinez,Unknown,34.0,Pipe Welder,Dry Docks,3,18,2012-11-05
5942,HI597496,Richard,Martinez,Unknown,23.0,Pipe Welder,Fabrication Shops,4,25,2012-11-05
5943,HI848698,Elizabeth,Smith,Female,26.0,Pipe Welder,Wet Docks,4,25,2012-11-19
5944,HI142728,Susan,Martinez,Female,28.0,Pipe Welder,Testing Facilities,3,28,2012-11-19
5945,HI512909,Sarah,Garcia,Female,22.0,Pipe Welder,Dry Docks,1,28,2012-11-19
5946,HI638345,James,Brown,Male,27.0,Pipe Welder,Slipways,4,18,2012-11-19
5947,HI295660,Michael,Brown,Male,23.0,Pipe Welder,Slipways,2,28,2012-11-26
5948,HI069351,Robert,Johnson,Male,44.0,Pipe Welder,Outfitting Docks,2,22,2012-12-03
5949,HI913651,Joseph,Garcia,Male,50.0,Pipe Welder,Paint Shops,1,25,2012-12-03
5950,HI595802,Mary,Brown,Female,20.0,Pipe Welder,Paint Shops,2,25,2012-12-17
5951,HI145095,Susan,Jones,Female,45.0,Pipe Welder,Storage Areas,2,18,2012-12-24
5952,HI793817,Thomas,Davis,Male,34.0,Pipe Welder,Cranes and Heavy Lifting Equipment,1,18,2012-12-24
5953,HI103146,Jennifer,Brown,Female,46.0,Pipe Welder,Fabrication Shops,1,18,2012-12-31
5954,HI880436,Sarah,Brown,Female,18.0,Pipe Welder,Testing Facilities,3,22,2013-01-07
5955,HI380634,Patricia,Johnson,Female,38.0,Pipe Welder,Testing Facilities,1,22,2013-01-07
5956,HI085649,James,Garcia,Male,52.0,Pipe Welder,Outfitting Docks,1,28,2013-01-14
5957,HI117403,Linda,Garcia,Female,34.0,Pipe Welder,Cranes and Heavy Lifting Equipment,3,18,2013-01-14
5958,HI869292,James,Garcia,Male,46.0,Pipe Welder,Testing Facilities,4,18,2013-01-21
5959,HI461242,Patricia,Martinez,Female,65.0,Pipe Welder,Outfitting Docks,2,25,2013-01-21
5960,HI058656,William,Martinez,Unknown,62.0,Pipe Welder,Cranes and Heavy Lifting Equipment,2,28,2013-01-21
5961,HI762822,Linda,Brown,Female,41.0,Pipe Welder,Paint Shops,2,22,2013-01-28
5962,HI745912,James,Miller,Male,42.0,Pipe Welder,Storage Areas,1,28,2013-02-04
5963,HI063825,Michael,Johnson,Male,48.0,Pipe Welder,Paint Shops,3,28,2013-02-04
5964,HI367891,James,Garcia,Male,65.0,Pipe Welder,Fabrication Shops,3,25,2013-02-11
